employee_id,first_name,last_name,department,sub_department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,hire_date,term_date,term_type,term_reason,active_status
747715764,Gannon,Raveau,Procurement,"Supply Chain",2779139578,2036341103,3570683418,12104572130,"Individual Contributor",55296,"2013-10-16 00:00:00",NULL,NULL,NULL,1
751071417,Neysa,Pocke,Software,QA,2305655767,1368787589,259741855,12104572130,"Individual Contributor",83148,"2014-04-26 00:00:00",NULL,NULL,NULL,1
753594325,Aldridge,Garstan,Sales,"Sales Operations",7550718163,8374364807,1074347333,12104572130,"Individual Contributor",64752,"2018-09-02 00:00:00",NULL,NULL,NULL,1
754944955,Amberly,McCowen,Software,"Software Development",4719965456,7319984387,3159687889,12104572130,"Individual Contributor",70991,"2015-05-02 00:00:00","2021-05-03 00:00:00",Voluntary,"Found a better opportunity",0
760681758,Rahal,Meharry,Sales,"Business Development",692526841,8885447946,2169536929,12104572130,"Individual Contributor",54273,"2014-02-14 00:00:00",NULL,NULL,NULL,1
765808111,Cass,Folomkin,"Product Development","Product Management",12104572130,NULL,NULL,NULL,Director,107646,"2014-03-28 00:00:00",NULL,NULL,NULL,1
766578662,Simeon,Sorton,R&D,Prototyping,6635192943,574484177,3792599203,12104572130,"Individual Contributor",75772,"2015-06-05 00:00:00",NULL,NULL,NULL,1
767955812,Terrie,Carlisi,Software,"Technical Support",4887419255,1896476846,3159687889,12104572130,"Individual Contributor",101958,"2014-05-14 00:00:00",NULL,NULL,NULL,1
770138866,Jude,Loffill,Administration,"Executive Assistants",8834412962,2865077277,6630511380,12104572130,"Individual Contributor",66357,"2017-08-25 00:00:00",NULL,NULL,NULL,1
773724395,Dale,Gonzalez,Marketing,"Marketing Research",3285517914,6201562625,2813655685,12104572130,"Individual Contributor",69140,"2013-08-28 00:00:00",NULL,NULL,NULL,1
776913542,Monti,Readitt,Marketing,"Public Relations",4092540016,12104572130,NULL,NULL,Manager,83700,"2018-10-04 00:00:00",NULL,NULL,NULL,1
777501422,Teador,Ends,Software,"Software Development",9488217779,7357925070,12104572130,NULL,"Team Lead",110907,"2020-06-24 00:00:00",NULL,NULL,NULL,1
777903495,Tyrus,Steuhlmeyer,Sales,"Sales Operations",5989484952,9743876877,3142852362,12104572130,"Individual Contributor",72837,"2016-06-12 00:00:00",NULL,NULL,NULL,1
782920211,Vergil,Edgett,Marketing,Advertising,2884263685,2813655685,12104572130,NULL,"Team Lead",96091,"2017-11-20 00:00:00","2018-09-11 00:00:00",Voluntary,Relocation,0
784584731,Haily,Oakman,Marketing,"Public Relations",2271051594,4092540016,12104572130,NULL,"Team Lead",96301,"2013-05-13 00:00:00",NULL,NULL,NULL,1
787708334,Mickie,Surmeir,Procurement,"Supply Chain",1712432991,8698109743,3570683418,12104572130,"Individual Contributor",76033,"2017-02-24 00:00:00",NULL,NULL,NULL,1
790049475,Maureen,Ashborne,"Product Development","Project Management",2196257370,5793341199,4754231337,12104572130,"Individual Contributor",80538,"2019-08-06 00:00:00",NULL,NULL,NULL,1
793931191,Morey,Worsall,Legal,"Intellectual Property",9201034311,5406372599,2591261030,12104572130,"Individual Contributor",107800,"2018-06-27 00:00:00",NULL,NULL,NULL,1
794371296,Giralda,Hradsky,Marketing,"Marketing Research",1486955622,3307450964,1949400041,12104572130,"Individual Contributor",58419,"2016-02-27 00:00:00",NULL,NULL,NULL,1
796361013,Reed,Scimone,Marketing,Advertising,3567515372,9743222543,12104572130,NULL,"Team Lead",93430,"2014-01-30 00:00:00",NULL,NULL,NULL,1
801592367,Rebekkah,Yarnold,Administration,Facilities,7418810062,1133455702,1055389029,12104572130,"Individual Contributor",75874,"2015-06-06 00:00:00",NULL,NULL,NULL,1
807590682,Audre,McIlraith,Operations,"Project Management",3154133190,2350609054,8495424892,12104572130,"Individual Contributor",78456,"2021-09-17 00:00:00",NULL,NULL,NULL,1
808062531,Arron,MacAfee,Software,QA,719280514,7319984387,1091647106,12104572130,"Individual Contributor",97292,"2015-10-11 00:00:00",NULL,NULL,NULL,1
810563590,Geno,Anneslie,Finance,Accounting,823014046,9341365400,7504010968,12104572130,"Individual Contributor",88683,"2013-07-08 00:00:00",NULL,NULL,NULL,1
812543463,Irvine,Giacobillo,Software,"Software Development",978661177,5942974370,12104572130,NULL,"Team Lead",101439,"2018-08-10 00:00:00","2020-05-18 00:00:00",Voluntary,"More flexible benefits",0
815948084,Cordie,Simounet,Marketing,Advertising,1807511451,6010476544,1949400041,12104572130,"Individual Contributor",84944,"2014-06-13 00:00:00","2015-07-10 00:00:00",Voluntary,"Career change",0
816521238,Amby,Klejin,Sales,"Account Management",7449973146,1217153229,4098218245,12104572130,"Individual Contributor",85057,"2021-11-25 00:00:00",NULL,NULL,NULL,1
817148362,Chico,Bigglestone,Sales,"Business Development",1934889104,2747567836,2188325953,12104572130,"Individual Contributor",74237,"2016-05-27 00:00:00",NULL,NULL,NULL,1
817765353,Bobine,Fuzzens,Sales,"Account Management",1590378635,8143187226,4098218245,12104572130,"Individual Contributor",59960,"2014-03-17 00:00:00",NULL,NULL,NULL,1
818831321,Phineas,Worsnop,R&D,Research,3313822667,9407514914,3792599203,12104572130,"Individual Contributor",88375,"2020-10-16 00:00:00",NULL,NULL,NULL,1
819500006,Earvin,Daveridge,HR,Recruiting,5848905519,3963479288,5940412697,12104572130,"Individual Contributor",73065,"2019-02-10 00:00:00",NULL,NULL,NULL,1
819849452,Avrom,Tackley,HR,Benefits,7566882401,4348267022,2874824995,12104572130,"Individual Contributor",77235,"2017-10-23 00:00:00",NULL,NULL,NULL,1
822744718,Aguie,Lightbourn,Procurement,"Vendor Management",12104572130,NULL,NULL,NULL,Director,69162,"2019-10-14 00:00:00",NULL,NULL,NULL,1
822794113,Fey,MacCurlye,HR,Training,3332512175,6054796568,302887809,12104572130,"Individual Contributor",61915,"2014-08-27 00:00:00","2015-09-13 00:00:00",Voluntary,"More flexible benefits",0
823014046,Arlette,Harmer,Finance,Auditing,2902943635,3225775822,12104572130,NULL,"Team Lead",71900,"2013-07-13 00:00:00",NULL,NULL,NULL,1
827563231,Waldo,Gunda,Procurement,Procurement,6486351829,9130671650,584122183,12104572130,"Individual Contributor",53289,"2013-09-13 00:00:00",NULL,NULL,NULL,1
829464995,Cale,Lyston,Procurement,"Supply Chain",1448292379,2942515027,584122183,12104572130,"Individual Contributor",66024,"2017-06-27 00:00:00",NULL,NULL,NULL,1
831231279,Kerk,Dutchburn,"Customer Service","Technical Support",1951175675,5719467697,9657388599,12104572130,"Individual Contributor",59798,"2016-02-22 00:00:00",NULL,NULL,NULL,1
838958287,Wallis,Hawley,Sales,"Sales Operations",6562093986,7951572902,2188325953,12104572130,"Individual Contributor",68762,"2015-12-26 00:00:00",NULL,NULL,NULL,1
841351191,Brigid,Churchley,Procurement,Procurement,9130671650,4284772434,12104572130,NULL,"Team Lead",82593,"2021-01-12 00:00:00",NULL,NULL,NULL,1
842137413,Nalani,Hollow,Legal,"Corporate Law",1772462083,9853910653,2591261030,12104572130,"Individual Contributor",101399,"2019-06-03 00:00:00","2021-05-06 00:00:00",Voluntary,"More flexible benefits",0
845532734,Renado,"Van Eeden",Software,QA,399958811,5254944830,12104572130,NULL,"Team Lead",114062,"2014-03-07 00:00:00",NULL,NULL,NULL,1
846480362,Loralyn,Harberer,HR,Benefits,6374130822,3613728055,3315940256,12104572130,"Individual Contributor",72026,"2012-12-28 00:00:00","2015-12-25 00:00:00",Involuntary,Performance,0
849011933,Chet,Parr,Procurement,"Vendor Management",6486351829,6827380667,4284772434,12104572130,"Individual Contributor",50764,"2021-06-24 00:00:00",NULL,NULL,NULL,1
851177008,Natale,Kalaher,Marketing,"Public Relations",7660291466,776913542,4092540016,12104572130,"Individual Contributor",86107,"2017-11-19 00:00:00",NULL,NULL,NULL,1
858650246,Mickie,Sorrie,Software,QA,7269739934,4001771164,3159687889,12104572130,"Individual Contributor",75013,"2017-06-28 00:00:00",NULL,NULL,NULL,1
860076941,Philbert,Brydon,Marketing,"Public Relations",2813655685,12104572130,NULL,NULL,Manager,98009,"2013-06-05 00:00:00",NULL,NULL,NULL,1
860284375,Wildon,Leaton,Finance,Auditing,3049965686,7396879268,5312370235,12104572130,"Individual Contributor",88609,"2019-04-23 00:00:00",NULL,NULL,NULL,1
861222705,Bruis,Lippitt,Software,"Technical Support",4152298519,5390863100,2107182373,12104572130,"Individual Contributor",78597,"2019-08-04 00:00:00",NULL,NULL,NULL,1
863592804,Teresina,Yes,Software,QA,1261309781,5705066913,9195070758,12104572130,"Individual Contributor",65714,"2018-03-03 00:00:00",NULL,NULL,NULL,1
868484850,Norbert,Froome,Sales,"Sales Operations",3786575563,4932459135,12104572130,NULL,"Team Lead",96594,"2020-08-17 00:00:00","2021-07-19 00:00:00",Involuntary,Performance,0
872204950,Minta,Leitch,HR,Training,1966624945,1871591752,12104572130,NULL,"Team Lead",77312,"2015-11-10 00:00:00",NULL,NULL,NULL,1
876278089,Bucky,Loftie,Administration,Travel,6638215922,2241426947,8652820129,12104572130,"Individual Contributor",64600,"2021-07-11 00:00:00",NULL,NULL,NULL,1
877337451,Janek,Delaney,Software,QA,3902693036,12104572130,NULL,NULL,Manager,77080,"2016-02-08 00:00:00",NULL,NULL,NULL,1
879546927,Hal,Giacobo,HR,Training,5859917934,9510187895,8377149542,12104572130,"Individual Contributor",63750,"2017-11-02 00:00:00",NULL,NULL,NULL,1
882333988,Leslie,Izod,Operations,"Project Management",1771132947,1689927080,8495424892,12104572130,"Individual Contributor",75400,"2017-06-10 00:00:00",NULL,NULL,NULL,1
884058057,Lauree,Joan,HR,Benefits,3564449061,2656122790,1871591752,12104572130,"Individual Contributor",56294,"2019-11-22 00:00:00",NULL,NULL,NULL,1
886570108,Pace,Standish-Brooks,Software,QA,5705066913,9368442131,12104572130,NULL,"Team Lead",89668,"2015-08-17 00:00:00","2016-07-16 00:00:00",Voluntary,"More flexible benefits",0
887944917,Shell,Alebrooke,Software,"Software Development",3583023331,3116630222,1091647106,12104572130,"Individual Contributor",87639,"2020-03-19 00:00:00",NULL,NULL,NULL,1
897383635,Burty,Edgeller,R&D,Prototyping,9823649154,9562660050,9928084959,12104572130,"Individual Contributor",93154,"2019-07-07 00:00:00",NULL,NULL,NULL,1
898259131,Roana,Alldis,Finance,Auditing,460923431,3064528137,3615825420,12104572130,"Individual Contributor",71894,"2020-01-12 00:00:00",NULL,NULL,NULL,1
901750037,Fulton,Dryden,Finance,Accounting,9453398201,8876294130,3225775822,12104572130,"Individual Contributor",65444,"2017-02-12 00:00:00",NULL,NULL,NULL,1
904856907,Abby,Applewhaite,Legal,Litigation,5378368635,3506070575,5222419382,12104572130,"Individual Contributor",104134,"2017-09-08 00:00:00","2018-06-10 00:00:00",Voluntary,"Personal reasons",0
906052310,Serene,Yuryshev,HR,Recruiting,345003369,6684010679,1871591752,12104572130,"Individual Contributor",64234,"2020-03-31 00:00:00",NULL,NULL,NULL,1
906333860,Gerardo,Gelder,Software,"Software Development",1411913625,642542467,5959242695,12104572130,"Individual Contributor",84382,"2014-02-15 00:00:00",NULL,NULL,NULL,1
907793058,Emmanuel,Clappson,Sales,"Account Management",6382958391,5426155896,3142852362,12104572130,"Individual Contributor",59884,"2021-08-06 00:00:00",NULL,NULL,NULL,1
908001053,Bud,Champkin,Operations,"Project Management",1697459633,1740357466,12104572130,NULL,"Team Lead",78912,"2012-11-09 00:00:00",NULL,NULL,NULL,1
909739150,Kathleen,Moralis,Legal,"Intellectual Property",1703031136,3506070575,6102968019,12104572130,"Individual Contributor",109600,"2018-06-20 00:00:00",NULL,NULL,NULL,1
910255967,Terrill,Runnacles,Marketing,Advertising,285196675,6201562625,9743222543,12104572130,"Individual Contributor",59520,"2021-08-02 00:00:00",NULL,NULL,NULL,1
910542280,Amble,Norbury,Sales,"Sales Operations",5459247260,3786575563,1074347333,12104572130,"Individual Contributor",56562,"2013-05-02 00:00:00",NULL,NULL,NULL,1
910599059,Buddie,Johl,Finance,Auditing,7660853324,3972048378,6022803528,12104572130,"Individual Contributor",85157,"2017-05-17 00:00:00",NULL,NULL,NULL,1
921752623,Whitney,Bidder,Procurement,Procurement,6827380667,822744718,12104572130,NULL,"Team Lead",82069,"2017-12-25 00:00:00","2020-01-03 00:00:00",Voluntary,Relocation,0
922326618,Lucine,Arnaudin,Sales,"Sales Operations",692526841,6002694929,5701309242,12104572130,"Individual Contributor",76029,"2015-10-06 00:00:00",NULL,NULL,NULL,1
924163055,Nady,Haycroft,Sales,"Account Management",8602206461,9743876877,1074347333,12104572130,"Individual Contributor",62466,"2020-07-06 00:00:00","2020-08-01 00:00:00",Voluntary,Relocation,0
924541256,Madlin,Borrill,Sales,"Account Management",7449973146,256717339,1074347333,12104572130,"Individual Contributor",62620,"2019-06-15 00:00:00",NULL,NULL,NULL,1
925746202,Bambi,Whodcoat,Sales,"Business Development",1423323651,1188827613,4932459135,12104572130,"Individual Contributor",66494,"2019-12-14 00:00:00",NULL,NULL,NULL,1
926865718,Betta,Kenney,"Product Development","Product Management",4549854048,3002121194,765808111,12104572130,"Individual Contributor",70804,"2014-05-15 00:00:00",NULL,NULL,NULL,1
928379562,Amii,Stockney,Sales,"Account Management",8370726926,1217153229,390131335,12104572130,"Individual Contributor",86619,"2020-06-23 00:00:00","2021-03-23 00:00:00",Voluntary,"Better salary",0
929552007,Ulrich,Walkden,Sales,"Sales Operations",3170674147,6343662129,3664844848,12104572130,"Individual Contributor",68734,"2019-05-23 00:00:00",NULL,NULL,NULL,1
930704006,Yasmeen,Middlemiss,Marketing,"Public Relations",796361013,4860843368,9743222543,12104572130,"Individual Contributor",82527,"2014-11-21 00:00:00","2016-11-19 00:00:00",Voluntary,"More flexible benefits",0
931564121,Aguste,Scadden,Legal,Litigation,7912680472,9853910653,6102968019,12104572130,"Individual Contributor",86295,"2019-09-10 00:00:00",NULL,NULL,NULL,1
933370002,Nathan,Joseland,Administration,Travel,1354474911,2840761127,3373364129,12104572130,"Individual Contributor",50283,"2012-01-14 00:00:00","2013-12-14 00:00:00",Voluntary,"More flexible benefits",0
934452372,Mufinella,Nyssen,Operations,Logistics,8488156355,12104572130,NULL,NULL,Manager,82510,"2019-04-20 00:00:00",NULL,NULL,NULL,1
934970914,Alick,Braunds,Software,"Software Development",8546539771,315421483,21007178,12104572130,"Individual Contributor",85261,"2019-05-28 00:00:00",NULL,NULL,NULL,1
941272294,Constanta,Yesinov,Software,QA,5200779776,5390863100,5959242695,12104572130,"Individual Contributor",78790,"2016-05-05 00:00:00","2017-02-05 00:00:00",Voluntary,"More flexible benefits",0
942613964,Brittaney,Batecok,Software,QA,8328659927,4246658747,3902693036,12104572130,"Individual Contributor",99943,"2017-03-13 00:00:00",NULL,NULL,NULL,1
943821743,Inger,Lavrick,Finance,"Financial Planning",2816819029,6711801205,8996729135,12104572130,"Individual Contributor",86192,"2018-02-13 00:00:00","2019-01-22 00:00:00",Involuntary,"Company restructuring",0
946038297,Etty,Gowrie,Software,"Software Development",7392629634,877337451,259741855,12104572130,"Individual Contributor",85862,"2012-03-15 00:00:00",NULL,NULL,NULL,1
946379077,Donnie,Truelock,R&D,Prototyping,9928084959,12104572130,NULL,NULL,Manager,118172,"2020-02-27 00:00:00","2021-03-08 00:00:00",Voluntary,"More flexible benefits",0
947226190,Joan,Hinrich,Legal,"Intellectual Property",5222419382,12104572130,NULL,NULL,Manager,102263,"2012-10-24 00:00:00","2014-09-07 00:00:00",Voluntary,"Found a better opportunity",0
949382585,Nevile,Blowin,Marketing,"Public Relations",6889502428,5207901096,4092540016,12104572130,"Individual Contributor",68648,"2021-05-05 00:00:00",NULL,NULL,NULL,1
952497658,Burch,Aust,Sales,"Sales Operations",5892065558,630667872,390131335,12104572130,"Individual Contributor",63365,"2014-09-01 00:00:00",NULL,NULL,NULL,1
958934507,Carlyn,MacCart,Marketing,"Public Relations",7651520359,8006539791,1949400041,12104572130,"Individual Contributor",71666,"2015-06-19 00:00:00",NULL,NULL,NULL,1
959878590,Cointon,Galsworthy,"Customer Service","Account Management",2491385131,5719467697,9657388599,12104572130,"Individual Contributor",72025,"2014-10-18 00:00:00",NULL,NULL,NULL,1
961814928,Alwin,Milam,Operations,"Project Management",9107093688,1740357466,12104572130,NULL,"Team Lead",77205,"2015-04-10 00:00:00",NULL,NULL,NULL,1
962624210,Vassili,Dutteridge,Marketing,Advertising,6889502428,4860843368,9743222543,12104572130,"Individual Contributor",64976,"2015-06-19 00:00:00",NULL,NULL,NULL,1
965981223,Hammad,Bernt,Software,"Software Development",9368442131,12104572130,NULL,NULL,Manager,96793,"2016-12-26 00:00:00",NULL,NULL,NULL,1
966488193,Elfrida,Prover,Software,QA,4744086221,9564800263,5254944830,12104572130,"Individual Contributor",105724,"2015-06-08 00:00:00",NULL,NULL,NULL,1
969506457,Nevil,Andri,"Product Development","Project Management",4216091555,3448401754,5207980214,12104572130,"Individual Contributor",99590,"2020-11-24 00:00:00",NULL,NULL,NULL,1
969839236,Josh,Tissell,Administration,Travel,3301482371,2241426947,8652820129,12104572130,"Individual Contributor",69254,"2017-09-28 00:00:00",NULL,NULL,NULL,1
970300236,Jefferson,Duigan,Sales,"Account Management",3786575563,2169536929,12104572130,NULL,"Team Lead",90805,"2016-03-08 00:00:00",NULL,NULL,NULL,1
970623936,Helenelizabeth,Newbury,HR,Training,1358690858,5589430086,3315940256,12104572130,"Individual Contributor",64513,"2015-11-06 00:00:00",NULL,NULL,NULL,1
971976204,Lydia,MacCarlich,HR,Benefits,5980149977,2391682711,5940412697,12104572130,"Individual Contributor",63363,"2019-10-30 00:00:00",NULL,NULL,NULL,1
972621828,Nichole,MacRirie,Finance,"Financial Planning",6043081030,4691268378,12104572130,NULL,"Team Lead",73759,"2016-12-30 00:00:00",NULL,NULL,NULL,1
974876374,Karim,Youthead,"Product Development","Product Marketing",2196257370,3438576425,4754231337,12104572130,"Individual Contributor",86391,"2016-12-29 00:00:00",NULL,NULL,NULL,1
977946997,Mayer,Maxworthy,HR,Recruiting,2874824995,12104572130,NULL,NULL,Manager,96364,"2019-06-21 00:00:00",NULL,NULL,NULL,1
978413532,Chrisy,Lardez,Finance,Auditing,9453398201,1672001344,4691268378,12104572130,"Individual Contributor",66988,"2014-08-17 00:00:00",NULL,NULL,NULL,1
978661177,Carlin,Vitler,Software,"Software Development",2107182373,12104572130,NULL,NULL,Manager,116173,"2021-08-18 00:00:00",NULL,NULL,NULL,1
978745458,Allissa,Biner,Sales,"Sales Operations",6562093986,9291937996,5701309242,12104572130,"Individual Contributor",59233,"2012-11-03 00:00:00",NULL,NULL,NULL,1
978888517,Hershel,Shapira,Procurement,"Supply Chain",3410391274,702442395,4284772434,12104572130,"Individual Contributor",55757,"2017-06-25 00:00:00",NULL,NULL,NULL,1
981883747,Mariann,Ivell,HR,Recruiting,3252845122,9237096765,8421163041,12104572130,"Individual Contributor",59927,"2020-08-15 00:00:00",NULL,NULL,NULL,1
985601246,Jocko,Blackwell,Marketing,"Marketing Research",3631245540,3567515372,4092540016,12104572130,"Individual Contributor",75803,"2018-10-28 00:00:00",NULL,NULL,NULL,1
987503406,Bendite,Bambrugh,Procurement,"Supply Chain",5845371494,2942515027,822744718,12104572130,"Individual Contributor",70444,"2015-10-02 00:00:00","2016-08-16 00:00:00",Voluntary,"Found a better opportunity",0
988279382,Nicky,Veryan,Procurement,"Vendor Management",7254128062,9130671650,4284772434,12104572130,"Individual Contributor",73984,"2015-12-11 00:00:00",NULL,NULL,NULL,1
988705048,Bel,Siemantel,HR,Recruiting,9258459221,4930496475,302887809,12104572130,"Individual Contributor",54719,"2015-09-04 00:00:00","2016-06-24 00:00:00",Voluntary,"Found a better opportunity",0
990700824,Shepherd,Pepye,Finance,"Financial Planning",3913723636,5312370235,12104572130,NULL,"Team Lead",89270,"2019-11-18 00:00:00",NULL,NULL,NULL,1
990828195,Zorina,Akhurst,"Customer Service","Account Management",4875403673,2738173682,9657388599,12104572130,"Individual Contributor",75039,"2021-08-02 00:00:00",NULL,NULL,NULL,1
991135313,Papageno,Mainz,Finance,Auditing,3615825420,12104572130,NULL,NULL,Manager,78168,"2016-02-08 00:00:00",NULL,NULL,NULL,1
995960242,Celestina,Matuszinski,R&D,"Product Design",574484177,1424199297,12104572130,NULL,"Team Lead",96388,"2014-07-26 00:00:00","2016-08-19 00:00:00",Involuntary,Performance,0
1002620137,Marsha,Jeans,R&D,Prototyping,4363135469,5325728346,3314524903,12104572130,"Individual Contributor",71955,"2020-02-12 00:00:00",NULL,NULL,NULL,1
1010142400,Duff,Pahler,"Product Development","Product Management",9481633581,4889803209,4754231337,12104572130,"Individual Contributor",82163,"2013-02-11 00:00:00",NULL,NULL,NULL,1
1013403422,Aundrea,Urwin,Administration,Facilities,7418810062,549775725,3373364129,12104572130,"Individual Contributor",50389,"2021-10-04 00:00:00",NULL,NULL,NULL,1
1020588129,Elaine,Glitherow,Marketing,"Public Relations",3285517914,3567515372,9743222543,12104572130,"Individual Contributor",81178,"2012-02-21 00:00:00",NULL,NULL,NULL,1
1020700787,Sayers,McGready,"Product Development","Product Management",2388762947,7048513680,4754231337,12104572130,"Individual Contributor",67045,"2020-06-05 00:00:00",NULL,NULL,NULL,1
1024239000,Kendell,Hoogendorp,Operations,"Supply Chain",31934668,340589918,8495424892,12104572130,"Individual Contributor",67667,"2019-07-06 00:00:00",NULL,NULL,NULL,1
1024858797,Hermann,Dyott,Operations,Logistics,3391078453,91052068,1740357466,12104572130,"Individual Contributor",61822,"2021-06-27 00:00:00",NULL,NULL,NULL,1
1029578141,Lola,Weyman,HR,Training,489901173,2221255630,8421163041,12104572130,"Individual Contributor",57311,"2019-11-08 00:00:00",NULL,NULL,NULL,1
1042621318,Drugi,Bevington,Operations,Logistics,91052068,8488156355,12104572130,NULL,"Team Lead",65824,"2018-12-07 00:00:00",NULL,NULL,NULL,1
1043096134,Spike,Esche,Sales,"Business Development",8667275807,8141465627,2169536929,12104572130,"Individual Contributor",81435,"2019-09-11 00:00:00",NULL,NULL,NULL,1
1044347728,Jenn,Boyack,HR,Training,8248208827,6284099512,1871591752,12104572130,"Individual Contributor",63736,"2018-03-18 00:00:00",NULL,NULL,NULL,1
1045747053,Horatius,Kalinsky,Sales,"Sales Operations",1475678311,2976516973,8057668487,12104572130,"Individual Contributor",69537,"2012-11-27 00:00:00",NULL,NULL,NULL,1
1045854040,Barnie,Behrend,Software,"Technical Support",683198210,9488217779,21007178,12104572130,"Individual Contributor",106271,"2016-10-20 00:00:00",NULL,NULL,NULL,1
1045972897,Napoleon,McSporrin,HR,Benefits,489901173,3963479288,3315940256,12104572130,"Individual Contributor",64509,"2012-11-11 00:00:00",NULL,NULL,NULL,1
1046476188,Lorene,Drinkale,HR,Benefits,2545467500,9510187895,302887809,12104572130,"Individual Contributor",62028,"2014-12-29 00:00:00",NULL,NULL,NULL,1
1054097051,Eberto,Beades,Sales,"Account Management",3142852362,12104572130,NULL,NULL,Manager,104906,"2020-05-27 00:00:00",NULL,NULL,NULL,1
1055062301,Franchot,Peery,Procurement,Procurement,3570683418,12104572130,NULL,NULL,Manager,78189,"2012-12-30 00:00:00",NULL,NULL,NULL,1
1055389029,Cosimo,Pavkovic,Administration,"Executive Assistants",12104572130,NULL,NULL,NULL,Director,69997,"2016-02-14 00:00:00",NULL,NULL,NULL,1
1055672310,Charmaine,Dewick,Software,"Software Development",6136871049,9798129566,6372547560,12104572130,"Individual Contributor",76261,"2015-07-19 00:00:00","2016-07-06 00:00:00",Involuntary,"Termination for cause",0
1058145691,Enoch,Kenelin,Finance,"Financial Planning",3073905311,3371162925,3615825420,12104572130,"Individual Contributor",62862,"2018-03-24 00:00:00",NULL,NULL,NULL,1
1061479293,Vanya,Fogarty,Marketing,Advertising,3161556206,860076941,4092540016,12104572130,"Individual Contributor",68052,"2018-06-14 00:00:00","2019-04-29 00:00:00",Voluntary,"More flexible benefits",0
1064266702,Asher,Messenger,HR,Benefits,872204950,2656122790,5940412697,12104572130,"Individual Contributor",69992,"2018-07-22 00:00:00","2020-04-27 00:00:00",Voluntary,"Found a better opportunity",0
1065715572,Alexina,Codi,Marketing,"Marketing Research",3007781589,5207901096,2813655685,12104572130,"Individual Contributor",84366,"2021-08-14 00:00:00",NULL,NULL,NULL,1
1066186361,Ludovico,Sigert,Finance,Accounting,3342104556,6043081030,5312370235,12104572130,"Individual Contributor",64876,"2017-09-22 00:00:00",NULL,NULL,NULL,1
1068737929,Thacher,Reoch,Finance,"Financial Planning",1629240509,9121244649,6022803528,12104572130,"Individual Contributor",84853,"2012-02-12 00:00:00","2012-11-20 00:00:00",Voluntary,"Found a better opportunity",0
1074347333,Emerson,Guise,Sales,"Account Management",12104572130,NULL,NULL,NULL,Director,92738,"2013-04-04 00:00:00",NULL,NULL,NULL,1
1077298655,Bianca,Biggadike,Sales,"Sales Operations",271236772,8983780137,4932459135,12104572130,"Individual Contributor",65554,"2020-01-15 00:00:00",NULL,NULL,NULL,1
1083137585,Martin,Guille,Sales,"Account Management",240951251,8949267496,2188325953,12104572130,"Individual Contributor",75675,"2021-08-13 00:00:00",NULL,NULL,NULL,1
1087548657,Justino,Lehrer,Software,"Software Development",6419439753,5390863100,259741855,12104572130,"Individual Contributor",84921,"2018-03-19 00:00:00",NULL,NULL,NULL,1
1090420374,Cortie,Jorissen,R&D,"Product Design",5325728346,9928084959,12104572130,NULL,"Team Lead",87167,"2018-02-16 00:00:00","2018-11-25 00:00:00",Voluntary,"Better salary",0
1091647106,Clement,Mallan,Software,"Software Development",12104572130,NULL,NULL,NULL,Director,129512,"2017-07-10 00:00:00",NULL,NULL,NULL,1
1093449526,Filbert,Routh,Sales,"Business Development",5701309242,12104572130,NULL,NULL,Manager,71783,"2020-02-11 00:00:00",NULL,NULL,NULL,1
1093888530,Townsend,Shillabeer,Sales,"Business Development",8983780137,390131335,12104572130,NULL,"Team Lead",76044,"2016-12-10 00:00:00","2017-12-06 00:00:00",Voluntary,"More flexible benefits",0
1097818055,Winston,Chaytor,Software,QA,5959242695,12104572130,NULL,NULL,Manager,118777,"2014-11-03 00:00:00",NULL,NULL,NULL,1
1099602317,Cordie,Tradewell,HR,Recruiting,8416606255,977946997,7870535481,12104572130,"Individual Contributor",72117,"2016-11-02 00:00:00",NULL,NULL,NULL,1
1105870193,Tarra,Ughini,Operations,"Supply Chain",5717192834,8326227722,1740357466,12104572130,"Individual Contributor",47531,"2019-07-08 00:00:00",NULL,NULL,NULL,1
1113719599,Anthony,Caldwall,Software,"Technical Support",5538377209,6851422667,5959242695,12104572130,"Individual Contributor",94519,"2017-10-03 00:00:00",NULL,NULL,NULL,1
1115108517,Thelma,Fearnill,Procurement,Procurement,8950871001,8886609535,584122183,12104572130,"Individual Contributor",52370,"2018-02-02 00:00:00",NULL,NULL,NULL,1
1115672554,Eldridge,Guenther,Sales,"Account Management",5892065558,6002694929,2188325953,12104572130,"Individual Contributor",66641,"2020-03-15 00:00:00",NULL,NULL,NULL,1
1118396701,Noland,Porson,HR,Benefits,345003369,9510187895,3315940256,12104572130,"Individual Contributor",55162,"2019-04-28 00:00:00",NULL,NULL,NULL,1
1120836250,Rustie,Iskov,Software,QA,1819838159,1368787589,226422921,12104572130,"Individual Contributor",96318,"2017-11-28 00:00:00",NULL,NULL,NULL,1
1121941594,Parke,Coaster,Software,"Technical Support",965981223,6129740252,12104572130,NULL,"Team Lead",109670,"2014-07-28 00:00:00",NULL,NULL,NULL,1
1122783933,Stewart,Nettles,HR,Recruiting,2874824995,12104572130,NULL,NULL,Manager,75774,"2016-12-29 00:00:00",NULL,NULL,NULL,1
